Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay 
ROUSH Stage 3 Mustang	4.6	8	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9RIIV04.6VBB	small car	7	14	20	16	3	no
ROUSH Stage 3 Mustang	4.6	8	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9RIIV04.6VBB	small car	7	15	20	17	3	no
ROUSH Stage 3 Mustang	4.6	8	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9RIIV04.6VBB	small car	6	14	20	16	3	no
ROUSH Stage 3 Mustang	4.6	8	Man-5	2WD	Gasoline	FA	B5	Bin 5	9RIIV04.6VBB	small car	6	15	20	17	3	no
SAAB 9-3 Aero	2	4	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	17	27	21	5	no
SAAB 9-3 Aero	2	4	Man-6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	18	26	21	5	no
SAAB 9-3 Aero	2	4	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	17	27	21	5	no
SAAB 9-3 Aero	2	4	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	18	26	21	5	no
SAAB 9-3 Aero	2.8	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Aero	2.8	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Aero	2.8	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Aero	2.8	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Aero Sportcombi	2	4	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	17	27	21	5	no
SAAB 9-3 Aero Sportcombi	2	4	Man-6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	18	26	21	5	no
SAAB 9-3 Aero Sportcombi	2	4	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	17	27	21	5	no
SAAB 9-3 Aero Sportcombi	2	4	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	18	26	21	5	no
SAAB 9-3 Aero Sportcombi	2.8	6	Man-6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Aero Sportcombi	2.8	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Aero Sportcombi	2.8	6	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Aero Sportcombi	2.8	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Convertible	2	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	19	27	22	6	no
SAAB 9-3 Convertible	2	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	19	27	22	6	no
SAAB 9-3 Convertible	2	4	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	19	27	22	6	no
SAAB 9-3 Convertible	2	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	19	27	22	6	no
SAAB 9-3 Convertible	2.8	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Convertible	2.8	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	16	26	19	4	no
SAAB 9-3 Convertible	2.8	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Convertible	2.8	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	16	26	19	4	no
SAAB 9-3 Sport Sedan	2	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	19	28	22	6	no
SAAB 9-3 Sport Sedan	2	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	small car	6	19	29	23	6	no
SAAB 9-3 Sport Sedan	2	4	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	19	28	22	6	no
SAAB 9-3 Sport Sedan	2	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	small car	6	19	29	23	6	no
SAAB 9-3 Sport Sedan	2.8	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Sport Sedan	2.8	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	small car	6	16	26	19	4	no
SAAB 9-3 Sport Sedan	2.8	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	15	24	18	4	no
SAAB 9-3 Sport Sedan	2.8	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	small car	6	16	26	19	4	no
SAAB 9-3 Sportcombi	2	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	19	27	22	6	no
SAAB 9-3 Sportcombi	2	4	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	19	29	23	6	no
SAAB 9-3 Sportcombi	2	4	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	19	27	22	6	no
SAAB 9-3 Sportcombi	2	4	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	19	29	23	6	no
SAAB 9-3 Sportcombi	2.8	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Sportcombi	2.8	6	Man-6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.8004	station wagon	6	16	26	19	4	no
SAAB 9-3 Sportcombi	2.8	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	station wagon	6	15	24	18	4	no
SAAB 9-3 Sportcombi	2.8	6	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.8004	station wagon	6	16	26	19	4	no
SAAB 9-5	2.3	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	midsize car	6	17	27	20	5	no
SAAB 9-5	2.3	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	midsize car	6	18	27	21	5	no
SAAB 9-5	2.3	4	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	midsize car	6	17	27	20	5	no
SAAB 9-5	2.3	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	midsize car	6	18	27	21	5	no
SAAB 9-5 Sportcombi	2.3	4	Auto-S5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	17	27	20	5	no
SAAB 9-5 Sportcombi	2.3	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.3001	station wagon	6	18	27	21	5	no
SAAB 9-5 Sportcombi	2.3	4	Auto-S5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	17	27	20	5	no
SAAB 9-5 Sportcombi	2.3	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.3001	station wagon	6	18	27	21	5	no
SAAB 9-7X	4.2	6	Auto-L4	4WD	Gasoline	FC	B4	Bin 4	9GMXT04.2188	SUV	7	14	20	16	3	no
SAAB 9-7X	5.3	8	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT06.0387	SUV	6	14	20	16	3	no
SAAB 9-7X	5.3	8	Auto-L4	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0387	SUV	6	14	20	16	3	no
SAAB 9-7X	6	8	Auto-L4	4WD	Gasoline	FA	B5	Bin 5	9GMXT06.0387	SUV	6	12	16	13	0	no
SAAB 9-7X	6	8	Auto-L4	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXT06.0387	SUV	6	12	16	13	0	no
SALEEN S281	5	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9S3XV05.0JDC	small car	6	11	18	14	1	no
SALEEN S281	5	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9S3XV05.0JDC	small car	6	11	18	14	1	no
SATURN Astra  4DR Hatchback	1.8	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXV01.8001	midsize car	7	24	30	27	7	yes
SATURN Astra  4DR Hatchback	1.8	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXV01.8001	midsize car	7	24	32	27	7	yes
SATURN Astra  4DR Hatchback	1.8	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV01.8001	midsize car	6	24	30	27	7	yes
SATURN Astra  4DR Hatchback	1.8	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV01.8001	midsize car	6	24	32	27	7	yes
SATURN Astra 2DR Hatchback	1.8	4	Auto-L4	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXV01.8001	small car	7	24	30	27	7	yes
SATURN Astra 2DR Hatchback	1.8	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXV01.8001	small car	7	24	32	27	7	yes
SATURN Astra 2DR Hatchback	1.8	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV01.8001	small car	6	24	30	27	7	yes
SATURN Astra 2DR Hatchback	1.8	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV01.8001	small car	6	24	32	27	7	yes
SATURN Aura	2.4	4	Auto-S6	2WD	Gasoline	CA	S2	LEV-II SULEV	9GMXV02.4026	midsize car	9.5	22	33	26	7	yes
SATURN Aura	2.4	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4026	midsize car	6	22	33	26	7	yes
SATURN Aura	2.4	4	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4027	midsize car	6	22	33	26	7	yes
SATURN Aura	2.4	4	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4027	midsize car	6	22	33	26	7	yes
SATURN Aura	3.6	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	midsize car	6	17	26	20	5	no
SATURN Aura	3.6	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	midsize car	6	17	26	20	5	no
SATURN Aura Hybrid	2.4	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4040	midsize car	6	26	34	29	8	yes
SATURN Aura Hybrid	2.4	4	Auto-L4	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4040	midsize car	6	26	34	29	8	yes
SATURN Outlook	3.6	6	Auto-L6	2WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	17	24	19	4	no
SATURN Outlook	3.6	6	Auto-L6	4WD	Gasoline	CA	U2	LEV-II ULEV	9GMXT03.6151	SUV	7	16	23	19	4	no
SATURN Outlook	3.6	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	17	24	19	4	no
SATURN Outlook	3.6	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9GMXT03.6151	SUV	6	16	23	19	4	no
SATURN Sky	2	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.0020	small car	6	19	27	21	5	no
SATURN Sky	2	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.0020	small car	6	19	28	22	6	no
SATURN Sky	2	4	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.0020	small car	6	19	27	21	5	no
SATURN Sky	2	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.0020	small car	6	19	28	22	6	no
SATURN Sky	2.4	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4031	small car	6	19	24	21	5	no
SATURN Sky	2.4	4	Man-5	2WD	Gasoline	FA	B5	Bin 5	9GMXV02.4031	small car	6	19	25	21	5	no
SATURN Sky	2.4	4	Auto-L5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4031	small car	6	19	24	21	5	no
SATURN Sky	2.4	4	Man-5	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXV02.4031	small car	6	19	25	21	5	no
SATURN Vue	2.4	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.4124	SUV	7	19	26	22	6	yes
SATURN Vue	2.4	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.4123	SUV	6	19	26	22	6	no
SATURN Vue	3.5	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue	3.5	6	Auto-L6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue	3.6	6	Auto-L6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	SUV	6	17	24	19	4	no
SATURN Vue	3.6	6	Auto-S6	2WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	SUV	6	17	24	19	4	no
SATURN Vue	3.6	6	Auto-S6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue	3.6	6	Auto-L6	4WD	Gasoline	FA	B5	Bin 5	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue	3.6	6	Auto-L6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	SUV	6	17	24	19	4	no
SATURN Vue	3.6	6	Auto-S6	2WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	SUV	6	17	24	19	4	no
SATURN Vue	3.6	6	Auto-S6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue	3.6	6	Auto-L6	4WD	Gasoline	CA	L2	LEV-II LEV	9GMXJ03.9142	SUV	6	16	23	18	4	no
SATURN Vue Hybrid	2.4	4	Auto-L4	2WD	Gasoline	FC	B4	Bin 4	9GMXT02.4135	SUV	7	25	32	28	8	yes
SATURN Vue Hybrid	2.4	4	Auto-L4	2WD	Gasoline	FA	B5	Bin 5	9GMXT02.4130	SUV	6	25	32	28	8	yes
SATURN Vue Hybrid	3.6	6	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	9GMXT03.6155	SUV	7	27	30	28	8	yes
SATURN Vue Hybrid	3.6	6	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9GMXT03.6155	SUV	6	27	30	28	8	yes
SMART ForTwo Cabriolet	1	3	AutoMan-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	9MBXV01.0U2A	small car	7	33	41	36	9	yes
SMART ForTwo Cabriolet	1	3	AutoMan-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9MBXV01.0U2A	small car	6	33	41	36	9	yes
SMART ForTwo Coupe	1	3	AutoMan-5	2WD	Gasoline	CA	U2	California LEV-II ULEV	9MBXV01.0U2A	small car	7	33	41	36	9	yes
SMART ForTwo Coupe	1	3	AutoMan-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	9MBXV01.0U2A	small car	6	33	41	36	9	yes
SPYKER C8	4.2	8	Man-6	2WD	Gasoline	FA	B5	Bin 5	9SKRV04.2C08	small car	6	13	18	15	2	no
SPYKER C8	4.2	8	Man-6	2WD	Gasoline	CA	L2	LEV-II LEV	9SKRV04.2C08	small car	6	13	18	15	2	no
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	SUV	9.5	20	26	22	6	yes
SUBARU Forester	2.5	4	Man-5	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	SUV	9.5	20	27	22	6	yes
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	SUV	6	19	24	21	5	no
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	SUV	6	20	26	22	6	no
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	SUV	6	20	26	22	6	no
SUBARU Forester	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	SUV	6	20	27	22	6	no
SUBARU Forester	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	SUV	6	20	27	22	6	no
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	SUV	6	19	24	21	5	no
SUBARU Forester	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	SUV	6	20	26	22	6	no
SUBARU Forester	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	SUV	6	20	27	22	6	no
SUBARU Impreza	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	small car	6	18	25	21	5	no
SUBARU Impreza	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	small car	6	19	24	21	5	no
SUBARU Impreza	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	small car	6	20	26	22	6	no
SUBARU Impreza	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	small car	6	20	27	22	6	no
SUBARU Impreza	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	small car	6	18	25	21	5	no
SUBARU Impreza	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	small car	6	19	24	21	5	no
SUBARU Impreza	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	small car	6	20	26	22	6	no
SUBARU Impreza	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	small car	6	20	27	22	6	no
SUBARU Impreza Wagon	2.5	4	Man-6	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	17	23	19	4	no
SUBARU Impreza Wagon	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	18	25	21	5	no
SUBARU Impreza Wagon	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	19	24	21	5	no
SUBARU Impreza Wagon	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	station wagon	6	20	26	22	6	no
SUBARU Impreza Wagon	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	station wagon	6	20	27	22	6	no
SUBARU Impreza Wagon	2.5	4	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	17	23	19	4	no
SUBARU Impreza Wagon	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	18	25	21	5	no
SUBARU Impreza Wagon	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	19	24	21	5	no
SUBARU Impreza Wagon	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	station wagon	6	20	26	22	6	no
SUBARU Impreza Wagon	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	station wagon	6	20	27	22	6	no
SUBARU Legacy	2.5	4	Auto-S4	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	small car	9.5	20	26	22	6	yes
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	small car	9.5	20	27	22	6	yes
SUBARU Legacy	2.5	4	Man-6	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	small car	6	17	24	20	5	no
SUBARU Legacy	2.5	4	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	small car	6	18	24	20	5	no
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	small car	6	18	25	21	5	no
SUBARU Legacy	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	small car	6	20	26	22	6	no
SUBARU Legacy	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	small car	6	20	26	22	6	no
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	small car	6	20	27	22	6	no
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	small car	6	20	27	22	6	no
SUBARU Legacy	2.5	4	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	small car	6	17	24	20	5	no
SUBARU Legacy	2.5	4	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	small car	6	18	24	20	5	no
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	small car	6	18	25	21	5	no
SUBARU Legacy	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	small car	6	20	26	22	6	no
SUBARU Legacy	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	small car	6	20	27	22	6	no
SUBARU Legacy	3	6	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ03.6TSF	small car	6	17	24	20	5	no
SUBARU Legacy	3	6	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ03.6TSF	small car	6	17	24	20	5	no
SUBARU Outback Sport	2.5	4	Man-6	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	17	23	19	4	no
SUBARU Outback Sport	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	18	25	21	5	no
SUBARU Outback Sport	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	station wagon	6	19	24	21	5	no
SUBARU Outback Sport	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	station wagon	6	20	26	22	6	no
SUBARU Outback Sport	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	station wagon	6	20	27	22	6	no
SUBARU Outback Sport	2.5	4	Man-6	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	17	23	19	4	no
SUBARU Outback Sport	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	18	25	21	5	no
SUBARU Outback Sport	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	station wagon	6	19	24	21	5	no
SUBARU Outback Sport	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	station wagon	6	20	26	22	6	no
SUBARU Outback Sport	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	station wagon	6	20	27	22	6	no
SUBARU Outback Wagon	2.5	4	Auto-S4	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	SUV	9.5	20	26	22	6	yes
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	CA	S2	LEV-II SULEV	9FJXJ02.5NVD	SUV	9.5	20	27	22	6	yes
SUBARU Outback Wagon	2.5	4	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	SUV	6	18	24	20	5	no
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5PYH	SUV	6	18	24	20	5	no
SUBARU Outback Wagon	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	SUV	6	20	26	22	6	no
SUBARU Outback Wagon	2.5	4	Auto-S4	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	SUV	6	20	26	22	6	no
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5MXG	SUV	6	20	27	22	6	no
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ02.5NVD	SUV	6	20	27	22	6	no
SUBARU Outback Wagon	2.5	4	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	SUV	6	18	24	20	5	no
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5PYH	SUV	6	18	24	20	5	no
SUBARU Outback Wagon	2.5	4	Auto-S4	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	SUV	6	20	26	22	6	no
SUBARU Outback Wagon	2.5	4	Man-5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ02.5MXG	SUV	6	20	27	22	6	no
SUBARU Outback Wagon	3	6	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ03.6TSF	SUV	6	17	24	20	5	no
SUBARU Outback Wagon	3	6	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ03.6TSF	SUV	6	17	24	20	5	no
SUBARU Tribeca	3.6	6	Auto-S5	4WD	Gasoline	FA	B5	Bin 5	9FJXJ03.6TSF	SUV	6	16	21	18	4	no
SUBARU Tribeca	3.6	6	Auto-S5	4WD	Gasoline	CA	L2	LEV-II LEV	9FJXJ03.6TSF	SUV	6	16	21	18	4	no
SUZUKI Equator	2.5	4	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9NSXT02.5G5A	pickup	7	17	22	19	4	no
SUZUKI Equator	2.5	4	Man-5	2WD	Gasoline	CA	U2	LEV-II ULEV	9NSXT02.5G5A	pickup	7	19	23	21	5	no
SUZUKI Equator	4	6	Auto-L5	2WD	Gasoline	CA	U2	LEV-II ULEV	9NSXT04.0G6A	pickup	7	15	20	17	3	no
SUZUKI Equator	4	6	Auto-L5	4WD	Gasoline	CA	U2	LEV-II ULEV	9NSXT04.0G6A	pickup	7	15	19	16	3	no
SUZUKI Equator	2.5	4	Auto-L5	2WD	Gasoline	FA	B5	Bin 5	9NSXT02.5G5A	pickup	6	17	22	19	4	no
