"Model"	"Displ"	"Cyl"	"Trans"	"Drive"	"Fuel"	"Veh.Class"	"Air.Pollution.Score"	"City.MPG"	"Hwy.MPG"	"Cmb.MPG"	"Greenhouse.Gas.Score"	"dataYear"
"AUDI A6"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	16	23	18	4	"09"
"AUDI A8"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	16	23	18	4	"09"
"AUDI A8"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	16	23	18	4	"09"
"AUDI A8 L"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"large car"	6	16	23	18	4	"09"
"AUDI A8 L"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"large car"	6	16	23	18	4	"09"
"AUDI A8 L"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"large car"	6	13	19	15	2	"09"
"AUDI A8 L"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"large car"	6	13	19	15	2	"09"
"AUDI Q7"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	7	13	18	15	2	"09"
"AUDI Q7"	3.6	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	14	20	16	3	"09"
"AUDI Q7"	3.6	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	14	20	16	3	"09"
"AUDI Q7"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	13	18	15	2	"09"
"AUDI R8"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	12	19	15	2	"09"
"AUDI R8"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	13	18	15	2	"09"
"AUDI R8"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	12	19	15	2	"09"
"AUDI R8"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	13	18	15	2	"09"
"AUDI S4 Cabriolet"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	13	19	15	2	"09"
"AUDI S4 Cabriolet"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	14	21	16	3	"09"
"AUDI S4 Cabriolet"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	13	19	15	2	"09"
"AUDI S4 Cabriolet"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	14	21	16	3	"09"
"AUDI S5"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	14	22	17	3	"09"
"AUDI S5"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	16	24	19	4	"09"
"AUDI S5"	4.2	8	"Man-6"	"4WD"	"Gasoline"	"small car"	6	14	22	17	3	"09"
"AUDI S5"	4.2	8	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	16	24	19	4	"09"
"AUDI S6"	5.2	10	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	14	19	16	3	"09"
"AUDI S6"	5.2	10	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	14	19	16	3	"09"
"AUDI S8"	5.2	10	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	13	19	15	2	"09"
"AUDI S8"	5.2	10	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	13	19	15	2	"09"
"AUDI TT Coupe"	2	4	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	21	29	24	7	"09"
"AUDI TT Coupe"	2	4	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	23	31	26	7	"09"
"AUDI TT Coupe"	2	4	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	21	29	24	7	"09"
"AUDI TT Coupe"	2	4	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	23	31	26	7	"09"
"AUDI TT Coupe"	3.2	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"AUDI TT Coupe"	3.2	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	18	24	20	5	"09"
"AUDI TT Coupe"	3.2	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"AUDI TT Coupe"	3.2	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	18	24	20	5	"09"
"AUDI TT Roadster"	2	4	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	21	29	24	7	"09"
"AUDI TT Roadster"	2	4	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	22	30	25	7	"09"
"AUDI TT Roadster"	2	4	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	21	29	24	7	"09"
"AUDI TT Roadster"	2	4	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	22	30	25	7	"09"
"AUDI TT Roadster"	3.2	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"AUDI TT Roadster"	3.2	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	18	24	20	5	"09"
"AUDI TT Roadster"	3.2	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"AUDI TT Roadster"	3.2	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	18	24	20	5	"09"
"BENTLEY Arnage"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"large car"	6	9	15	11	0	"09"
"BENTLEY Arnage"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	10	14	11	0	"09"
"BENTLEY Arnage"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"large car"	6	9	15	11	0	"09"
"BENTLEY Arnage"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	10	14	11	0	"09"
"BENTLEY Azure"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	9	15	11	0	"09"
"BENTLEY Azure"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	9	15	11	0	"09"
"BENTLEY Brooklands"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	10	14	11	0	"09"
"BENTLEY Brooklands"	6.7	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	10	14	11	0	"09"
"BENTLEY Continental Flying Spur"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	10	17	12	0	"09"
"BENTLEY Continental Flying Spur"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	10	17	12	0	"09"
"BENTLEY Continental GT"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	10	17	13	0	"09"
"BENTLEY Continental GT"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	10	17	13	0	"09"
"BENTLEY Continental GTC"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	10	17	12	0	"09"
"BENTLEY Continental GTC"	6	12	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	10	17	12	0	"09"
"BMW 128i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	21	5	"09"
"BMW 128i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	22	6	"09"
"BMW 128i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	18	28	21	5	"09"
"BMW 128i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	18	28	22	6	"09"
"BMW 128i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 128i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 128i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 128i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 128i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	9.5	18	27	21	5	"09"
"BMW 128i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	21	5	"09"
"BMW 128i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	18	27	21	5	"09"
"BMW 128i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	18	28	21	5	"09"
"BMW 128i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	27	21	5	"09"
"BMW 128i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	27	21	5	"09"
"BMW 128i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 128i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 135i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 135i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	25	20	5	"09"
"BMW 135i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 135i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	25	20	5	"09"
"BMW 135i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 135i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 135i Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 135i Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 328ci"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	9.5	17	25	20	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	9.5	17	25	20	5	"09"
"BMW 328ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	21	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	22	6	"09"
"BMW 328ci"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 328ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	18	28	21	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	18	28	22	6	"09"
"BMW 328ci"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328ci"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 328ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 328ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 328ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 328ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	9.5	17	27	20	5	"09"
"BMW 328ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	9.5	18	27	21	5	"09"
"BMW 328ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	17	27	20	5	"09"
"BMW 328ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	18	27	21	5	"09"
"BMW 328ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	27	20	5	"09"
"BMW 328ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	27	20	5	"09"
"BMW 328ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	27	21	5	"09"
"BMW 328ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	27	21	5	"09"
"BMW 328i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	9.5	17	25	20	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	9.5	17	25	20	5	"09"
"BMW 328i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	21	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	9.5	18	28	22	6	"09"
"BMW 328i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 328i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	18	28	21	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	18	28	22	6	"09"
"BMW 328i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 328i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 328i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	28	21	5	"09"
"BMW 328i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 328i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	18	28	22	6	"09"
"BMW 328i Sport Wagon"	3	6	"Man-6"	"4WD"	"Gasoline"	"station wagon"	7	17	25	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"station wagon"	7	17	25	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Man-6"	"2WD"	"Gasoline"	"station wagon"	7	17	27	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"station wagon"	7	18	27	21	5	"09"
"BMW 328i Sport Wagon"	3	6	"Man-6"	"4WD"	"Gasoline"	"station wagon"	6	17	25	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"station wagon"	6	17	25	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Man-6"	"2WD"	"Gasoline"	"station wagon"	6	17	27	20	5	"09"
"BMW 328i Sport Wagon"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"station wagon"	6	18	27	21	5	"09"
"BMW 335c"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	7	16	25	19	4	"09"
"BMW 335c"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 335c"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	16	25	19	4	"09"
"BMW 335c"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 335ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335ci"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 335ci"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 335ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335ci Convertible"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 335ci Convertible"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 335i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	7	16	25	19	4	"09"
"BMW 335i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	7	17	25	20	5	"09"
"BMW 335i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	17	26	20	5	"09"
"BMW 335i"	3	6	"Man-6"	"4WD"	"Gasoline"	"small car"	6	16	25	19	4	"09"
"BMW 335i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"small car"	6	17	25	20	5	"09"
"BMW 335i"	3	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 335i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	17	26	20	5	"09"
"BMW 528i"	3	6	"Man-6"	"4WD"	"Gasoline"	"midsize car"	7	17	25	20	5	"09"
"BMW 528i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	7	17	25	20	5	"09"
"BMW 528i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	7	18	27	21	5	"09"
"BMW 528i"	3	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	7	18	28	21	5	"09"
"BMW 528i"	3	6	"Man-6"	"4WD"	"Gasoline"	"midsize car"	6	17	25	20	5	"09"
"BMW 528i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	17	25	20	5	"09"
"BMW 528i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	18	27	21	5	"09"
"BMW 528i"	3	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	18	28	21	5	"09"
"BMW 535i"	3	6	"Man-6"	"4WD"	"Gasoline"	"midsize car"	6	16	25	19	4	"09"
"BMW 535i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	17	25	20	5	"09"
"BMW 535i"	3	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	17	26	20	5	"09"
"BMW 535i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	17	26	20	5	"09"
"BMW 535i"	3	6	"Man-6"	"4WD"	"Gasoline"	"midsize car"	6	16	25	19	4	"09"
"BMW 535i"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	17	25	20	5	"09"
"BMW 535i"	3	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	17	26	20	5	"09"
"BMW 535i"	3	6	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	17	26	20	5	"09"
"BMW 535i Sport Wagon"	3	6	"Man-6"	"4WD"	"Gasoline"	"station wagon"	6	16	23	18	4	"09"
"BMW 535i Sport Wagon"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"station wagon"	6	16	24	19	4	"09"
"BMW 535i Sport Wagon"	3	6	"Man-6"	"4WD"	"Gasoline"	"station wagon"	6	16	23	18	4	"09"
"BMW 535i Sport Wagon"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"station wagon"	6	16	24	19	4	"09"
"BMW 550i"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"midsize car"	7	15	22	18	4	"09"
"BMW 550i"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	7	15	23	18	4	"09"
"BMW 550i"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	15	22	18	4	"09"
"BMW 550i"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"midsize car"	6	15	23	18	4	"09"
"BMW 650ci"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"small car"	7	15	22	18	4	"09"
"BMW 650ci"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	15	23	18	4	"09"
"BMW 650ci"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	15	22	18	4	"09"
"BMW 650ci"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	15	23	18	4	"09"
"BMW 650ci Convertible"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"small car"	7	14	21	16	3	"09"
"BMW 650ci Convertible"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	7	15	23	18	4	"09"
"BMW 650ci Convertible"	4.8	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	14	21	16	3	"09"
"BMW 650ci Convertible"	4.8	8	"Auto-S6"	"2WD"	"Gasoline"	"small car"	6	15	23	18	4	"09"
"BMW M3"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Convertible"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	13	20	16	3	"09"
"BMW M3 Convertible"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Convertible"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	13	20	16	3	"09"
"BMW M3 Convertible"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Coupe"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Coupe"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Coupe"	4	8	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M3 Coupe"	4	8	"Man-6"	"2WD"	"Gasoline"	"small car"	6	14	20	16	3	"09"
"BMW M5"	5	10	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	11	17	13	0	"09"
"BMW M5"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"midsize car"	6	11	17	13	0	"09"
"BMW M5"	5	10	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	11	17	13	0	"09"
"BMW M5"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"midsize car"	6	11	17	13	0	"09"
"BMW M6"	5	10	"Man-6"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6"	5	10	"Man-6"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6 Convertible"	5	10	"Man-6"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6 Convertible"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6 Convertible"	5	10	"Man-6"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW M6 Convertible"	5	10	"Auto-S7"	"2WD"	"Gasoline"	"small car"	6	11	17	13	0	"09"
"BMW X3"	3	6	"Man-6"	"4WD"	"Gasoline"	"SUV"	7	16	23	19	4	"09"
"BMW X3"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	7	17	24	20	5	"09"
"BMW X3"	3	6	"Man-6"	"4WD"	"Gasoline"	"SUV"	6	16	23	19	4	"09"
"BMW X3"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	17	24	20	5	"09"
"BMW X5"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	7	15	21	18	4	"09"
"BMW X5"	4.8	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	7	14	19	16	3	"09"
"BMW X5"	3	NA	"Auto-S6"	"4WD"	"diesel"	"SUV"	6	NA	NA	NA	NA	"09"
"BMW X5"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	15	21	18	4	"09"
"BMW X5"	3	NA	"Auto-S6"	"4WD"	"diesel"	"SUV"	6	NA	NA	NA	NA	"09"
"BMW X5"	4.8	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	14	19	16	3	"09"
"BMW X6"	4.4	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	7	12	18	15	2	"09"
"BMW X6"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	15	20	17	3	"09"
"BMW X6"	3	6	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	15	20	17	3	"09"
"BMW X6"	4.4	8	"Auto-S6"	"4WD"	"Gasoline"	"SUV"	6	12	18	15	2	"09"
"BUICK Allure"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	9.5	17	28	21	5	"09"
"BUICK Allure"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	17	28	21	5	"09"
"BUICK Allure"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	17	28	21	5	"09"
"BUICK Allure"	5.3	8	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	16	24	19	4	"09"
"BUICK Allure"	5.3	8	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	16	24	19	4	"09"
"BUICK Enclave"	3.6	6	"Auto-L6"	"2WD"	"Gasoline"	"SUV"	7	17	24	19	4	"09"
"BUICK Enclave"	3.6	6	"Auto-L6"	"4WD"	"Gasoline"	"SUV"	7	16	22	18	4	"09"
"BUICK Enclave"	3.6	6	"Auto-L6"	"2WD"	"Gasoline"	"SUV"	6	17	24	19	4	"09"
"BUICK Enclave"	3.6	6	"Auto-L6"	"4WD"	"Gasoline"	"SUV"	6	16	22	18	4	"09"
"BUICK LaCrosse"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	9.5	17	28	21	5	"09"
"BUICK LaCrosse"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	17	28	21	5	"09"
"BUICK LaCrosse"	3.8	6	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	17	28	21	5	"09"
"BUICK LaCrosse"	5.3	8	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	16	24	19	4	"09"
"BUICK LaCrosse"	5.3	8	"Auto-L4"	"2WD"	"Gasoline"	"midsize car"	6	16	24	19	4	"09"
"BUICK Lucerne"	3.9	6	"Auto-L4"	"2WD"	"Gasoline"	"large car"	9.5	17	26	20	5	"09"
"BUICK Lucerne"	4.6	8	"Auto-L4"	"2WD"	"Gasoline"	"large car"	7	15	22	18	4	"09"
"BUICK Lucerne"	3.9	6	"Auto-L4"	"2WD"	"Gasoline"	"large car"	6	17	26	20	5	"09"
"BUICK Lucerne"	4.6	8	"Auto-L4"	"2WD"	"Gasoline"	"large car"	6	15	22	18	4	"09"
"CADILLAC CTS"	3.6	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	16	25	19	4	"09"
"CADILLAC CTS"	3.6	6	"Man-6"	"2WD"	"Gasoline"	"midsize car"	6	16	25	19	4	"09"
"CADILLAC CTS"	3.6	6	"Auto-S6"	"4WD"	"Gasoline"	"midsize car"	6	17	25	20	5	"09"
