"Model"	"Displ"	"Cyl"	"Trans"	"Drive"	"Fuel"	"Veh.Class"	"Air.Pollution.Score"	"City.MPG"	"Hwy.MPG"	"Cmb.MPG"	"Greenhouse.Gas.Score"	"dataYear"
"MERCEDES-BENZ E63 AMG"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"midsize car"	6	16	24	19	3	"12"
"MERCEDES-BENZ G550"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	12	15	13	1	"12"
"MERCEDES-BENZ G550"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	12	15	13	1	"12"
"MERCEDES-BENZ GL350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	5	17	21	19	2	"12"
"MERCEDES-BENZ GL350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	6	17	21	19	2	"12"
"MERCEDES-BENZ GL450 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	13	18	15	1	"12"
"MERCEDES-BENZ GL450 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	13	18	15	1	"12"
"MERCEDES-BENZ GL550 4Matic"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	12	17	14	1	"12"
"MERCEDES-BENZ GL550 4Matic"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	12	17	14	1	"12"
"MERCEDES-BENZ GLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"SUV"	6	16	22	18	3	"12"
"MERCEDES-BENZ GLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"SUV"	9	16	22	18	3	"12"
"MERCEDES-BENZ GLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"SUV"	5	16	22	18	3	"12"
"MERCEDES-BENZ GLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"SUV"	6	16	22	18	3	"12"
"MERCEDES-BENZ GLK350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	16	21	18	3	"12"
"MERCEDES-BENZ GLK350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	9	16	21	18	3	"12"
"MERCEDES-BENZ GLK350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	16	21	18	3	"12"
"MERCEDES-BENZ GLK350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	16	21	18	3	"12"
"MERCEDES-BENZ ML350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	17	22	19	3	"12"
"MERCEDES-BENZ ML350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	17	22	19	3	"12"
"MERCEDES-BENZ ML350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	5	20	27	22	4	"12"
"MERCEDES-BENZ ML350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	6	20	27	22	4	"12"
"MERCEDES-BENZ ML550 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	15	20	17	2	"12"
"MERCEDES-BENZ ML550 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	15	20	17	2	"12"
"MERCEDES-BENZ ML63 AMG"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	14	18	15	1	"12"
"MERCEDES-BENZ ML63 AMG"	5.5	8	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	14	18	15	1	"12"
"MERCEDES-BENZ Maybach 57"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 57"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 57S"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 57S"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 62"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 62"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 62S"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach 62S"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach Landaulet"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ Maybach Landaulet"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	10	16	12	1	"12"
"MERCEDES-BENZ R350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	5	16	21	18	3	"12"
"MERCEDES-BENZ R350 4Matic"	3.5	6	"Auto-7"	"4WD"	"Gasoline"	"SUV"	6	16	21	18	3	"12"
"MERCEDES-BENZ R350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	5	18	23	20	3	"12"
"MERCEDES-BENZ R350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"SUV"	6	18	23	20	3	"12"
"MERCEDES-BENZ S350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"large car"	5	21	31	25	5	"12"
"MERCEDES-BENZ S350 Bluetec 4Matic"	3	6	"Auto-7"	"4WD"	"Diesel"	"large car"	6	21	31	25	5	"12"
"MERCEDES-BENZ S550"	4.7	8	"Auto-7"	"2WD"	"Gasoline"	"large car"	5	15	25	19	3	"12"
"MERCEDES-BENZ S550"	4.7	8	"Auto-7"	"2WD"	"Gasoline"	"large car"	6	15	25	19	3	"12"
"MERCEDES-BENZ S550 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"large car"	5	15	24	18	3	"12"
"MERCEDES-BENZ S550 4Matic"	4.7	8	"Auto-7"	"4WD"	"Gasoline"	"large car"	6	15	24	18	3	"12"
"MERCEDES-BENZ S600"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	12	19	14	1	"12"
"MERCEDES-BENZ S600"	5.5	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	12	19	14	1	"12"
"MERCEDES-BENZ S63 AMG"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"large car"	5	15	23	18	3	"12"
"MERCEDES-BENZ S63 AMG"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"large car"	6	15	23	18	3	"12"
"MERCEDES-BENZ S65 AMG"	6	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	5	12	19	14	1	"12"
"MERCEDES-BENZ S65 AMG"	6	12	"Auto-5"	"2WD"	"Gasoline"	"large car"	6	12	19	14	1	"12"
"MERCEDES-BENZ SL550"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	14	22	17	2	"12"
"MERCEDES-BENZ SL550"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	6	14	22	17	2	"12"
"MERCEDES-BENZ SL63 AMG"	6.2	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	12	19	14	1	"12"
"MERCEDES-BENZ SL63 AMG"	6.2	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	6	12	19	14	1	"12"
"MERCEDES-BENZ SLK 250"	1.8	4	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	23	33	26	6	"12"
"MERCEDES-BENZ SLK 250"	1.8	4	"Auto-7"	"2WD"	"Gasoline"	"small car"	6	23	33	26	6	"12"
"MERCEDES-BENZ SLK 250"	1.8	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	22	32	26	6	"12"
"MERCEDES-BENZ SLK 250"	1.8	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	22	32	26	6	"12"
"MERCEDES-BENZ SLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	20	29	23	5	"12"
"MERCEDES-BENZ SLK350"	3.5	6	"Auto-7"	"2WD"	"Gasoline"	"small car"	6	20	29	23	5	"12"
"MERCEDES-BENZ SLK55 AMG"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	19	28	22	5	"12"
"MERCEDES-BENZ SLK55 AMG"	5.5	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	6	19	28	22	5	"12"
"MERCEDES-BENZ SLS AMG"	6.2	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	5	14	20	16	1	"12"
"MERCEDES-BENZ SLS AMG"	6.2	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	1	"12"
"MERCEDES-BENZ SLS AMG Roadster"	6.2	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	5	14	20	16	1	"12"
"MERCEDES-BENZ SLS AMG Roadster"	6.2	8	"AutoMan-7"	"2WD"	"Gasoline"	"small car"	6	14	20	16	1	"12"
"MINI Cooper"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	29	37	32	7	"12"
"MINI Cooper"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	29	37	32	7	"12"
"MINI Cooper"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	29	37	32	7	"12"
"MINI Cooper"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	29	37	32	7	"12"
"MINI Cooper"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	28	36	31	7	"12"
"MINI Cooper"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	28	36	31	7	"12"
"MINI Cooper"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	28	36	31	7	"12"
"MINI Cooper"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	28	36	31	7	"12"
"MINI Cooper Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Clubman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Clubman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Convertible"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Convertible"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Convertible"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Convertible"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Countryman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Countryman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Countryman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	25	30	27	6	"12"
"MINI Cooper Countryman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	25	30	27	6	"12"
"MINI Cooper Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper Roadster"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper Roadster"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper S"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper S"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MINI Cooper S"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MINI Cooper S"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"12"
"MINI Cooper S"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"12"
"MINI Cooper S Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper S Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S Clubman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MINI Cooper S Clubman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"12"
"MINI Cooper S Convertible"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper S Convertible"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S Convertible"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MINI Cooper S Convertible"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"12"
"MINI Cooper S Countryman"	1.6	4	"Man-6"	"4WD"	"Gasoline"	"small car"	5	25	31	28	7	"12"
"MINI Cooper S Countryman"	1.6	4	"Man-6"	"4WD"	"Gasoline"	"small car"	6	25	31	28	7	"12"
"MINI Cooper S Countryman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	26	32	29	7	"12"
"MINI Cooper S Countryman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	26	32	29	7	"12"
"MINI Cooper S Countryman"	1.6	4	"SemiAuto-6"	"4WD"	"Gasoline"	"small car"	5	23	30	26	6	"12"
"MINI Cooper S Countryman"	1.6	4	"SemiAuto-6"	"4WD"	"Gasoline"	"small car"	6	23	30	26	6	"12"
"MINI Cooper S Countryman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	25	32	28	7	"12"
"MINI Cooper S Countryman"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	25	32	28	7	"12"
"MINI Cooper S Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	27	35	30	7	"12"
"MINI Cooper S Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	6	27	35	30	7	"12"
"MINI Cooper S Roadster"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MINI Cooper S Roadster"	1.6	4	"SemiAuto-6"	"2WD"	"Gasoline"	"small car"	6	26	34	29	7	"12"
"MINI Cooper Works"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI Cooper Works"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI Cooper Works Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI Cooper Works Roadster"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works Clubman"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works Conv"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MINI John Cooper Works Conv"	1.6	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	25	33	28	7	"12"
"MITSUBISHI Eclipse"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	20	28	23	5	"12"
"MITSUBISHI Eclipse"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	6	20	28	23	5	"12"
"MITSUBISHI Eclipse"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	20	28	23	5	"12"
"MITSUBISHI Eclipse"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	5	20	28	23	5	"12"
"MITSUBISHI Eclipse"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	6	20	28	23	5	"12"
"MITSUBISHI Eclipse"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	5	20	28	23	5	"12"
"MITSUBISHI Eclipse"	3.8	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	5	17	25	20	4	"12"
"MITSUBISHI Eclipse"	3.8	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	5	17	25	20	4	"12"
"MITSUBISHI Eclipse Spyder"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	5	20	27	23	5	"12"
"MITSUBISHI Eclipse Spyder"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	6	20	27	23	5	"12"
"MITSUBISHI Eclipse Spyder"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"small car"	5	20	27	23	5	"12"
"MITSUBISHI Eclipse Spyder"	3.8	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	5	16	24	19	3	"12"
"MITSUBISHI Eclipse Spyder"	3.8	6	"SemiAuto-5"	"2WD"	"Gasoline"	"small car"	5	16	24	19	3	"12"
"MITSUBISHI Galant"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"midsize car"	5	21	30	24	5	"12"
"MITSUBISHI Galant"	2.4	4	"SemiAuto-4"	"2WD"	"Gasoline"	"midsize car"	5	21	30	24	5	"12"
"MITSUBISHI Lancer"	2	4	"AutoMan-6"	"4WD"	"Gasoline"	"small car"	5	18	25	20	4	"12"
"MITSUBISHI Lancer"	2	4	"AutoMan-6"	"4WD"	"Gasoline"	"small car"	5	18	25	20	4	"12"
"MITSUBISHI Lancer"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	25	34	28	7	"12"
"MITSUBISHI Lancer"	2	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	25	34	28	7	"12"
"MITSUBISHI Lancer"	2	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MITSUBISHI Lancer"	2	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	26	34	29	7	"12"
"MITSUBISHI Lancer"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	22	31	26	6	"12"
"MITSUBISHI Lancer"	2.4	4	"Man-5"	"2WD"	"Gasoline"	"small car"	5	22	31	26	6	"12"
"MITSUBISHI Lancer"	2.4	4	"SCV-6"	"4WD"	"Gasoline"	"small car"	5	22	29	25	6	"12"
"MITSUBISHI Lancer"	2.4	4	"SCV-6"	"4WD"	"Gasoline"	"small car"	5	22	29	25	6	"12"
"MITSUBISHI Lancer"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	23	30	26	6	"12"
"MITSUBISHI Lancer"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	23	30	26	6	"12"
"MITSUBISHI Lancer Evolution"	2	4	"AutoMan-6"	"4WD"	"Gasoline"	"small car"	5	17	22	19	3	"12"
"MITSUBISHI Lancer Evolution"	2	4	"AutoMan-6"	"4WD"	"Gasoline"	"small car"	5	17	22	19	3	"12"
"MITSUBISHI Lancer Evolution"	2	4	"Man-5"	"4WD"	"Gasoline"	"small car"	5	17	23	19	3	"12"
"MITSUBISHI Lancer Evolution"	2	4	"Man-5"	"4WD"	"Gasoline"	"small car"	5	17	23	19	3	"12"
"MITSUBISHI Lancer Sportback"	2	4	"SCV-6"	"2WD"	"Gasoline"	"station wagon"	5	24	32	27	6	"12"
"MITSUBISHI Lancer Sportback"	2	4	"SCV-6"	"2WD"	"Gasoline"	"station wagon"	5	24	32	27	6	"12"
"MITSUBISHI Lancer Sportback"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"station wagon"	5	22	29	25	6	"12"
"MITSUBISHI Lancer Sportback"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"station wagon"	5	22	29	25	6	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"4WD"	"Gasoline"	"SUV"	5	22	27	24	5	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"4WD"	"Gasoline"	"SUV"	5	22	27	24	5	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander"	2.4	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander"	3	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	19	25	21	4	"12"
"MITSUBISHI Outlander"	3	6	"SemiAuto-6"	"4WD"	"Gasoline"	"SUV"	5	19	25	21	4	"12"
"MITSUBISHI Outlander"	3	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	5	19	26	22	5	"12"
"MITSUBISHI Outlander"	3	6	"SemiAuto-6"	"2WD"	"Gasoline"	"SUV"	5	19	26	22	5	"12"
"MITSUBISHI Outlander Sport"	2	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	5	24	31	26	6	"12"
"MITSUBISHI Outlander Sport"	2	4	"Man-5"	"2WD"	"Gasoline"	"SUV"	5	24	31	26	6	"12"
"MITSUBISHI Outlander Sport"	2	4	"SCV-6"	"4WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander Sport"	2	4	"SCV-6"	"4WD"	"Gasoline"	"SUV"	5	23	28	25	6	"12"
"MITSUBISHI Outlander Sport"	2	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	25	31	27	6	"12"
"MITSUBISHI Outlander Sport"	2	4	"SCV-6"	"2WD"	"Gasoline"	"SUV"	5	25	31	27	6	"12"
"MITSUBISHI i-MiEV"	NA	NA	"Auto-1"	"2WD"	"Electricity"	"small car"	10	126	99	112	10	"12"
"MITSUBISHI i-MiEV"	NA	NA	"Auto-1"	"2WD"	"Electricity"	"small car"	10	126	99	112	10	"12"
"McLAREN MP4-12C Coupe"	3.8	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	15	22	18	3	"12"
"McLAREN MP4-12C Coupe"	3.8	8	"Auto-7"	"2WD"	"Gasoline"	"small car"	5	15	22	18	3	"12"
"NISSAN 370Z"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	18	26	21	4	"12"
"NISSAN 370Z"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	26	21	4	"12"
"NISSAN 370Z"	3.7	6	"SemiAuto-7"	"2WD"	"Gasoline"	"small car"	5	19	26	22	5	"12"
"NISSAN 370Z"	3.7	6	"SemiAuto-7"	"2WD"	"Gasoline"	"small car"	6	19	26	22	5	"12"
"NISSAN 370Z Roadster"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	18	25	20	4	"12"
"NISSAN 370Z Roadster"	3.7	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	25	20	4	"12"
"NISSAN 370Z Roadster"	3.7	6	"SemiAuto-7"	"2WD"	"Gasoline"	"small car"	5	18	25	21	4	"12"
"NISSAN 370Z Roadster"	3.7	6	"SemiAuto-7"	"2WD"	"Gasoline"	"small car"	6	18	25	21	4	"12"
"NISSAN Altima"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	5	23	32	27	6	"12"
"NISSAN Altima"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	5	23	32	27	6	"12"
"NISSAN Altima"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	9	23	32	27	6	"12"
"NISSAN Altima"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	5	20	27	23	5	"12"
"NISSAN Altima"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	6	20	27	23	5	"12"
"NISSAN Altima"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"midsize car"	5	20	27	23	5	"12"
"NISSAN Altima Coupe"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	23	31	26	6	"12"
"NISSAN Altima Coupe"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	5	23	31	26	6	"12"
"NISSAN Altima Coupe"	2.5	4	"Man-6"	"2WD"	"Gasoline"	"small car"	9	23	31	26	6	"12"
"NISSAN Altima Coupe"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	23	32	26	6	"12"
"NISSAN Altima Coupe"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	23	32	26	6	"12"
"NISSAN Altima Coupe"	2.5	4	"SCV-6"	"2WD"	"Gasoline"	"small car"	9	23	32	26	6	"12"
"NISSAN Altima Coupe"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	18	27	21	4	"12"
"NISSAN Altima Coupe"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"small car"	6	18	27	21	4	"12"
"NISSAN Altima Coupe"	3.5	6	"Man-6"	"2WD"	"Gasoline"	"small car"	5	18	27	21	4	"12"
"NISSAN Altima Coupe"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	20	27	23	5	"12"
"NISSAN Altima Coupe"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"small car"	6	20	27	23	5	"12"
"NISSAN Altima Coupe"	3.5	6	"SCV-6"	"2WD"	"Gasoline"	"small car"	5	20	27	23	5	"12"
"NISSAN Armada"	5.6	8	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	12	18	14	1	"12"
"NISSAN Armada"	5.6	8	"Auto-5"	"4WD"	"Gasoline"	"SUV"	5	12	18	14	1	"12"
"NISSAN Armada"	5.6	8	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	13	19	15	1	"12"
"NISSAN Armada"	5.6	8	"Auto-5"	"2WD"	"Gasoline"	"SUV"	5	13	19	15	1	"12"
"NISSAN Cube"	1.8	4	"CVT"	"2WD"	"Gasoline"	"station wagon"	8	27	31	28	7	"12"
"NISSAN Cube"	1.8	4	"CVT"	"2WD"	"Gasoline"	"station wagon"	5	27	31	28	7	"12"
